phrog_phrog	annot
phrog_1053	NA
phrog_1054	NA
phrog_1055	restriction alleviation ral
phrog_1056	fibritin neck whisker
phrog_1057	NA
phrog_1058	NA
phrog_1059	head-tail adaptor
phrog_1060	NA
phrog_1061	NA
phrog_1062	NA
phrog_1063	terminase small subunit
phrog_1064	prohead
phrog_1065	NA
phrog_1066	NA
phrog_1067	minor head protein
phrog_1068	tail length tape measure protein
phrog_1069	NA
phrog_1070	anti-sigma factor
phrog_1071	DNA methyltransferase
phrog_1072	NA
phrog_1073	NA
phrog_1074	NA
phrog_1075	tRNA splicing ligase
phrog_1076	FmdB-like transcriptional regulator
phrog_1077	transcriptional regulator
phrog_1078	NA
phrog_1079	NA
phrog_1080	NA
phrog_1081	NA
phrog_1082	tail assembly protein
phrog_1083	NA
phrog_1084	unknown function
phrog_1085	NA
phrog_1086	NA
phrog_1087	NA
phrog_1088	NA
phrog_1089	NA
phrog_1090	NA
phrog_1091	NA
phrog_1092	NA
phrog_1093	NA
phrog_1094	NA
phrog_1095	NA
phrog_1096	NA
phrog_1097	Erf-like ssDNA annealing protein
phrog_1098	HTH DNA binding protein
phrog_1099	NA
phrog_1100	NA
phrog_1101	tail protein
phrog_1102	Ndd-like nucleoid disruption protein
phrog_1103	NA
phrog_1104	virion structural protein
phrog_1105	DNA polymerase III theta subunit
phrog_1106	unknown function
phrog_1107	tail length tape measure protein
phrog_1108	portal protein
phrog_1109	core encoded pilin
phrog_1110	endolysin
phrog_1111	endonuclease
phrog_1112	phosphoribosylaminoimidazole-succinocarboxamide synthase
phrog_1113	NA
phrog_1114	PmgG-like head morphogenesis
phrog_1115	NA
phrog_1116	NA
phrog_1117	NA
phrog_1118	tail assembly chaperone
phrog_1119	Cor superinfection exclusion protein
phrog_1120	tail tube protein
phrog_1121	tail fiber adhesin
phrog_1122	NA
phrog_1123	NA
phrog_1124	transcriptional regulator
phrog_1125	tail fiber protein
phrog_1126	NA
phrog_1127	NA
phrog_1128	enoyl-CoA hydratase/carnithine racemase-like
phrog_1129	holin
phrog_1130	membrane protein
phrog_1131	NA
phrog_1132	NA
phrog_1133	NA
phrog_1134	NA
phrog_1135	baseplate hub
phrog_1136	NA
phrog_1137	NA
phrog_1138	NA
phrog_1139	DNA primase
phrog_1140	baseplate hub distal subunit
phrog_1141	tail fiber protein
phrog_1142	NA
phrog_1143	DNA helicase
phrog_1144	single strand DNA binding protein
phrog_1145	NA
phrog_1146	ParB-like partition protein
phrog_1147	NA
phrog_1148	NA
phrog_1149	Hoc-like head decoration
phrog_1150	NA
phrog_1151	NA
phrog_1152	Rz-like spanin
phrog_1153	NA
phrog_1154	long tail fiber protein proximal connector
phrog_1155	NA
phrog_1156	DNA primase
phrog_1157	transposase
phrog_1158	tail assembly chaperone
phrog_1159	NA
phrog_1160	baseplate protein
phrog_1161	head-tail adaptor
phrog_1162	tail fiber protein
phrog_1163	NA
phrog_1164	NA
phrog_1165	NA
phrog_1166	anti-sigma factor
phrog_1167	phosphofructokinase
phrog_1168	NA
phrog_1169	NA
phrog_1170	NA
phrog_1171	tail spike protein
phrog_1172	NA
phrog_1173	NA
phrog_1174	NA
phrog_1175	NA
phrog_1176	NA
phrog_1177	NA
phrog_1178	NA
phrog_1179	NA
phrog_1180	tail assembly chaperone
phrog_1181	NA
phrog_1182	tail protein
phrog_1183	endonuclease V N-glycosylase UV repair enzyme
phrog_1184	NA
phrog_1185	nudix hydrolase
phrog_1186	NA
phrog_1187	NA
phrog_1188	NA
phrog_1189	NA
phrog_1190	RNA polymerase sigma factor
phrog_1191	transposase
phrog_1192	single strand DNA binding protein
phrog_1193	hemolysin
phrog_1194	NA
phrog_1195	NA
phrog_1196	tail assembly chaperone
phrog_1197	tail protein
phrog_1198	MutT/NUDIX hydrolase
phrog_1199	single strand DNA binding protein
phrog_1200	endolysin
phrog_1201	NA
phrog_1202	NA
phrog_1203	NA
phrog_1204	tail protein
phrog_1205	NA
phrog_1206	terminase small subunit
phrog_1207	phosphoribosylaminoimidazole synthetase
phrog_1208	NA
phrog_1209	NA
phrog_1210	PblB-type receptor binding
phrog_1211	2-aminooxy adenylosuccinate synthetase
phrog_1212	NA
phrog_1213	RelE-like toxin
phrog_1214	NA
phrog_1215	NA
phrog_1216	portal protein
phrog_1217	tail protein
phrog_1218	exonuclease
phrog_1219	tail needle protein
phrog_1220	head protein
phrog_1221	NA
phrog_1222	NA
phrog_1223	nucloid associated Lsr2-like
phrog_1224	endolysin
phrog_1225	NA
phrog_1226	NA
phrog_1227	exonuclease
phrog_1228	tail protein
phrog_1229	NA
phrog_1230	NA
phrog_1231	NA
phrog_1232	tail terminator
phrog_1233	NA
phrog_1234	Mrh transcription modulator under heat shock
phrog_1235	NA
phrog_1236	head protein
phrog_1237	NA
phrog_1238	phosphoheptose isomerase
phrog_1239	NA
phrog_1240	Ig domain containing protein
phrog_1241	NA
phrog_1242	minor head protein
phrog_1243	NA
phrog_1244	NA
phrog_1245	NA
phrog_1246	lysis inhibition
phrog_1247	MazG-like pyrophosphatase
phrog_1248	NA
phrog_1249	acetyltransferase
phrog_1250	unknown function
phrog_1251	NA
phrog_1252	DNA polymerase
phrog_1253	inhibitor of host transcription
phrog_1254	NA
phrog_1255	NA
phrog_1256	valyl tRNA synthetase modifier
phrog_1257	ribosome associated inhibitor A; zinc finger domain
phrog_1258	NA
phrog_1259	baseplate hub subunit and tail lysozyme
phrog_1260	minor tail protein
phrog_1261	NA
phrog_1262	NA
phrog_1263	NA
phrog_1264	NA
phrog_1265	membrane protein
phrog_1266	excisionase
phrog_1267	Rz-like spanin
phrog_1268	DNA polymerase
phrog_1269	baseplate wedge subunit
phrog_1270	NA
phrog_1271	HNH endonuclease
phrog_1272	tail length tape measure protein
phrog_1273	NA
phrog_1274	lysM motif protein
phrog_1275	Rz-like spanin
phrog_1276	NA
phrog_1277	DNA methyltransferase
phrog_1278	single strand DNA binding protein
phrog_1279	queuine tRNA-ribosyltransferase
phrog_1280	Ig domain containing protein
phrog_1281	NA
phrog_1282	5-phosphoribosylformylglycinamide amidotransferase
phrog_1283	baseplate hub subunit and tail length
phrog_1284	NA
phrog_1285	RNA polymerase binding
phrog_1286	NA
phrog_1287	NA
phrog_1288	NA
phrog_1289	portal protein
phrog_1290	head-tail adaptor
phrog_1291	NA
phrog_1292	tail length tape measure protein
phrog_1293	tail length tape measure protein
phrog_1294	peptide methionine sulfoxide reductase
phrog_1295	NA
phrog_1296	holin
phrog_1297	ATPase
phrog_1298	minor tail protein
phrog_1299	holin
phrog_1300	excisionase
phrog_1301	superinfection exclusion; inhibits SieB
phrog_1302	distal tail protein
phrog_1303	DNA binding protein
phrog_1304	minor tail protein
phrog_1305	DNA binding protein
phrog_1306	NA
phrog_1307	RNA polymerase inhibitor
phrog_1308	NA
phrog_1309	endolysin
phrog_1310	NA
phrog_1311	NA
phrog_1312	NA
phrog_1313	DNA helicase
phrog_1314	HNH endonuclease
phrog_1315	NA
phrog_1316	RNA polymerase beta subunit
phrog_1317	NA
phrog_1318	NA
phrog_1319	dehydrogenase
phrog_1320	host range and adsorption protein
phrog_1321	NA
phrog_1322	membrane protein
phrog_1323	endoribonuclease
phrog_1324	transcriptional activator
phrog_1325	NA
phrog_1326	tail assembly chaperone
phrog_1327	Rz-like spanin
phrog_1328	major head protein
phrog_1329	NA
phrog_1330	tail protein
phrog_1331	NA
phrog_1332	NA
phrog_1333	NA
phrog_1334	NA
phrog_1335	NA
phrog_1336	NA
phrog_1337	DNA binding protein
phrog_1338	NA
phrog_1339	internal virion protein
phrog_1340	NA
phrog_1341	NA
phrog_1342	NA
phrog_1343	NA
phrog_1344	NA
phrog_1345	MotA-like activator of middle period transcription
phrog_1346	tail protein
phrog_1347	NA
phrog_1348	tail fiber protein
phrog_1349	NA
phrog_1350	holin
phrog_1351	terminase small subunit
phrog_1352	NA
phrog_1353	NA
phrog_1354	cef modifier of supressor tRNAs
phrog_1355	NA
phrog_1356	holin
phrog_1357	major head protein
phrog_1358	FtsK/SpoIIIE-like protein
phrog_1359	NA
phrog_1360	DenB-like DNA endonuclease IV
phrog_1361	NA
phrog_1362	NA
phrog_1363	NA
phrog_1364	NA
phrog_1365	NA
phrog_1366	NA
phrog_1367	NA
phrog_1368	transcriptional regulator
phrog_1369	baseplate protein
phrog_1370	NA
phrog_1371	NA
phrog_1372	NA
phrog_1373	transcriptional regulator
phrog_1374	NA
phrog_1375	NA
phrog_1376	NA
phrog_1377	NA
phrog_1378	NA
phrog_1379	NA
phrog_1380	NA
phrog_1381	plasmid antitoxin with HTH domain
phrog_1382	NA
phrog_1383	virion structural protein
phrog_1384	Mom-like DNA modification protein
phrog_1385	NA
phrog_1386	head morphogenesis
phrog_1387	NA
phrog_1388	NA
phrog_1389	NA
phrog_1390	tail protein
phrog_1391	NA
phrog_1392	NA
phrog_1393	minor head protein
phrog_1394	virion structural protein
phrog_1395	quaternary ammonium compound-resistance protein QacE
phrog_1396	tail fiber protein
phrog_1397	NA
phrog_1398	NA
phrog_1399	NA
phrog_1400	Srd anti-sigma factor
phrog_1401	NA
phrog_1402	NA
phrog_1403	Rz-like spanin
phrog_1404	tail protein
phrog_1405	NA
phrog_1406	NA
phrog_1407	major tail protein
phrog_1408	replication initiation protein
phrog_1409	NA
phrog_1410	single strand DNA binding protein
phrog_1411	NA
phrog_1412	antitoxin mazE-like
phrog_1413	NA
phrog_1414	NA
phrog_1415	NA
phrog_1416	NA
phrog_1417	NA
phrog_1418	NA
phrog_1419	tail protein
phrog_1420	virion structural protein
phrog_1421	virion structural protein
phrog_1422	NA
phrog_1423	Reverse transcriptase
phrog_1424	tail protein
phrog_1425	hinge connector of long tail fiber protein distal connector
phrog_1426	NA
phrog_1427	NA
phrog_1428	head-tail connector protein
phrog_1429	virion structural protein
phrog_1430	NA
phrog_1431	NA
phrog_1432	tail associated lysin
phrog_1433	major tail protein
phrog_1434	NA
phrog_1435	unknown function
phrog_1436	NA
phrog_1437	terminase small subunit
phrog_1438	NA
phrog_1439	NA
phrog_1440	virion structural protein
phrog_1441	NA
phrog_1442	tail assembly chaperone
phrog_1443	NA
phrog_1444	transcriptional repressor
phrog_1445	NA
phrog_1446	minor tail protein
phrog_1447	NA
phrog_1448	NA
phrog_1449	NA
phrog_1450	NA
phrog_1451	NA
phrog_1452	Gp5.5-like host HNS inhibition
phrog_1453	NA
phrog_1454	NA
phrog_1455	NA
phrog_1456	DNA binding protein
phrog_1457	lysis inhibition; accessory protein
phrog_1458	NA
phrog_1459	terminase small subunit
phrog_1460	tRNA amidotransferase
phrog_1461	NA
phrog_1462	NA
phrog_1463	NA
phrog_1464	NA
phrog_1465	terminase
phrog_1466	NA
phrog_1467	NA
phrog_1468	transcriptional repressor
phrog_1469	baseplate wedge subunit
phrog_1470	TciB-like inhibition of cell division or resistance to colicin
phrog_1471	pilot protein for DNA ejection
phrog_1472	endolysin
phrog_1473	head morphogenesis
phrog_1474	unknown function
phrog_1475	NA
phrog_1476	NA
phrog_1477	NA
phrog_1478	NA
phrog_1479	NA
phrog_1480	tail sheath
phrog_1481	NA
phrog_1482	terminase small subunit
phrog_1483	major spike protein
phrog_1484	virion structural protein
phrog_1485	NA
phrog_1486	membrane protein
phrog_1487	NA
phrog_1488	unknown function
phrog_1489	NA
phrog_1490	lipoprotein
phrog_1491	tail fiber protein
phrog_1492	HNH endonuclease
phrog_1493	endolysin
phrog_1494	NA
phrog_1495	NA
phrog_1496	terminase small subunit
phrog_1497	portal protein
phrog_1498	NA
phrog_1499	NA
phrog_1500	NA
phrog_1501	NA
phrog_1502	NA
phrog_1503	NA
phrog_1504	NA
phrog_1505	NA
phrog_1506	tail length tape measure protein
phrog_1507	NA
phrog_1508	NA
phrog_1509	NA
phrog_1510	superinfection exclusion
phrog_1511	NA
phrog_1512	endolysin
phrog_1513	NA
phrog_1514	NA
phrog_1515	NA
phrog_1516	NA
phrog_1517	endolysin
phrog_1518	host nuclease inhibitor
phrog_1519	endolysin
phrog_1520	NA
phrog_1521	NA
phrog_1522	head maturation protease
phrog_1523	NA
phrog_1524	NA
phrog_1525	NA
phrog_1526	NA
phrog_1527	holin
phrog_1528	holin
phrog_1529	NA
phrog_1530	DNA methyltransferase
phrog_1531	head closure
phrog_1532	NA
phrog_1533	tail length tape measure protein
phrog_1534	NA
phrog_1535	tail length tape measure protein
phrog_1536	NA
phrog_1537	NA
phrog_1538	tail length tape measure protein
phrog_1539	Arc-like repressor
phrog_1540	NA
phrog_1541	NA
phrog_1542	NA
phrog_1543	minor tail protein
phrog_1544	NA
phrog_1545	NA
phrog_1546	NA
phrog_1547	NA
phrog_1548	NA
phrog_1549	NA
phrog_1550	QueC-like queuosine biosynthesis
phrog_1551	NA
phrog_1552	NA
phrog_1553	excisionase
phrog_1554	NA
phrog_1555	NA
phrog_1556	NA
phrog_1557	NA
phrog_1558	NA
phrog_1559	NA
phrog_1560	NA
phrog_1561	NA
phrog_1562	NA
phrog_1563	NA
phrog_1564	NA
phrog_1565	minor tail protein
phrog_1566	NA
phrog_1567	NA
phrog_1568	DNA binding protein
phrog_1569	NA
phrog_1570	NA
phrog_1571	HNH endonuclease
phrog_1572	NA
phrog_1573	DNA methyltransferase
phrog_1574	NA
phrog_1575	NA
phrog_1576	NA
phrog_1577	NA
phrog_1578	NA
phrog_1579	glycosyltransferase
phrog_1580	NA
phrog_1581	NA
phrog_1582	NA
phrog_1583	NA
phrog_1584	NA
phrog_1585	NA
phrog_1586	spackle periplasmic
phrog_1587	NA
phrog_1588	NA
phrog_1589	NA
phrog_1590	NA
phrog_1591	tail fiber protein
phrog_1592	NA
phrog_1593	NA
phrog_1594	NA
phrog_1595	terminase small subunit
phrog_1596	NA
phrog_1597	NA
phrog_1598	NA
phrog_1599	NA
phrog_1600	DNA methyltransferase
phrog_1601	Nol-like carbamoyltransferase
phrog_1602	NA
phrog_1603	NA
phrog_1604	NA
phrog_1605	NA
phrog_1606	NA
phrog_1607	single strand DNA binding protein
phrog_1608	tail protein
phrog_1609	NA
phrog_1610	NA
phrog_1611	NA
phrog_1612	NA
phrog_1613	tail assembly chaperone
phrog_1614	nucleotidyltransferase
phrog_1615	NA
phrog_1616	NA
phrog_1617	NA
phrog_1618	NA
phrog_1619	NA
phrog_1620	Hdf-like antirestriction
phrog_1621	NA
phrog_1622	NA
phrog_1623	virion structural protein
phrog_1624	NA
phrog_1625	involved in bacteriocin production or immunity
phrog_1626	rhodanese-related sulfurtransferase
phrog_1627	NA
phrog_1628	NA
phrog_1629	Ulx-like anti-restriction
phrog_1630	receptor binding tail protein
phrog_1631	transposase
phrog_1632	NA
phrog_1633	NA
phrog_1634	NA
phrog_1635	NA
phrog_1636	NA
phrog_1637	NA
phrog_1638	NA
phrog_1639	restriction endonuclease
phrog_1640	tail protein
phrog_1641	NA
phrog_1642	virion structural protein
phrog_1643	NA
phrog_1644	minor coat protein
phrog_1645	virion structural protein
phrog_1646	major coat protein
phrog_1647	NA
phrog_1648	NA
phrog_1649	metallo-phosphoesterase
phrog_1650	major head protein
phrog_1651	NA
phrog_1652	NA
phrog_1653	NA
phrog_1654	NA
phrog_1655	NA
phrog_1656	NA
phrog_1657	head morphogenesis
phrog_1658	NA
phrog_1659	NA
phrog_1660	PmgS-like head morphogenesis
phrog_1661	NA
phrog_1662	NA
phrog_1663	dCTP deaminase
phrog_1664	NA
phrog_1665	NA
phrog_1666	NA
phrog_1667	NA
phrog_1668	tail assembly protein
phrog_1669	NA
phrog_1670	DNA binding protein
phrog_1671	MotB-like transcriptional regulator
phrog_1672	NA
phrog_1673	NA
phrog_1674	exonuclease
phrog_1675	morphogenesis (protein I of M13)
phrog_1676	NA
phrog_1677	NA
phrog_1678	NA
phrog_1679	NA
phrog_1680	NA
phrog_1681	NA
phrog_1682	RusA-like Holliday junction resolvase
phrog_1683	NA
phrog_1684	head maturation protease
phrog_1685	NA
phrog_1686	tail length tape measure protein
phrog_1687	MarR family transcrition regulator
phrog_1688	tail assembly chaperone
phrog_1689	nucleotide kinase
phrog_1690	NA
phrog_1691	NA
phrog_1692	unknown function
phrog_1693	NA
phrog_1694	NA
phrog_1695	NA
phrog_1696	major tail protein
phrog_1697	minor tail protein
phrog_1698	minor head protein; receptor binding
phrog_1699	long tail fiber protein distal subunit
phrog_1700	NA
phrog_1701	DnaD-like helicase loader
phrog_1702	transcriptional repressor
phrog_1703	NA
phrog_1704	Lpa-like transcriptional activator
phrog_1705	NA
phrog_1706	CRISPR/Cas system associated
phrog_1707	NA
phrog_1708	NA
phrog_1709	NA
phrog_1710	NA
phrog_1711	terminase
phrog_1712	NA
phrog_1713	NA
phrog_1714	NA
phrog_1715	virion structural protein
phrog_1716	tail length tape measure protein
phrog_1717	NA
phrog_1718	tail protein
phrog_1719	NA
phrog_1720	NA
phrog_1721	galactosyl transferase
phrog_1722	tail protein
phrog_1723	recombinase
phrog_1724	NA
phrog_1725	DNA binding protein
phrog_1726	anti-repressor
phrog_1727	tail protein and host specificity
phrog_1728	transcriptional regulator
phrog_1729	NA
phrog_1730	NA
phrog_1731	virion structural protein
phrog_1732	NA
phrog_1733	NA
phrog_1734	NA
phrog_1735	NA
phrog_1736	minor tail protein
phrog_1737	NA
phrog_1738	NA
phrog_1739	NA
phrog_1740	RNA polymerase sigma factor
phrog_1741	QueC-like queuosine biosynthesis
phrog_1742	NA
phrog_1743	transcriptional repressor
phrog_1744	NA
phrog_1745	DNA transfer protein
phrog_1746	transcriptional repressor
phrog_1747	NA
phrog_1748	NA
phrog_1749	tail assembly chaperone
phrog_1750	NA
phrog_1751	NA
phrog_1752	head maturation protease
phrog_1753	enterotoxin type A / speL
phrog_1754	NA
phrog_1755	NA
phrog_1756	tail protein
phrog_1757	NA
phrog_1758	acetyltransferase
phrog_1759	NA
phrog_1760	anti-repressor
phrog_1761	NA
phrog_1762	NA
phrog_1763	HTH DNA binding protein
phrog_1764	unknown function
phrog_1765	NA
phrog_1766	tail fiber protein
phrog_1767	baseplate protein
phrog_1768	endolysin
phrog_1769	NA
phrog_1770	Holliday junction resolvase
phrog_1771	NA
phrog_1772	NA
phrog_1773	6-phosphofructokinase
phrog_1774	NA
phrog_1775	minor head protein
phrog_1776	NA
phrog_1777	NA
phrog_1778	NA
phrog_1779	NA
phrog_1780	tail collar fiber protein
phrog_1781	NA
phrog_1782	site-specific recombination directionality factor RDF
phrog_1783	NA
phrog_1784	NA
phrog_1785	NA
phrog_1786	minor head protein
phrog_1787	NA
phrog_1788	NA
phrog_1789	NA
phrog_1790	terminase small subunit
phrog_1791	NA
phrog_1792	NA
phrog_1793	head scaffolding protein
phrog_1794	amidase
phrog_1795	tail fiber protein
phrog_1796	NA
phrog_1797	NA
phrog_1798	NA
phrog_1799	NA
phrog_1800	tail collar fiber protein
phrog_1801	tail fiber protein
phrog_1802	radical SAM domain-containing protein
phrog_1803	NA
phrog_1804	Rz-like spanin
